CustomerID,year_month,total_amount,total_orders,InvoiceDate,cohort_month,year_month_period,cohort_month_period,month_period
12379.0,2011-09,392.40000000000003,1,2011-09-01,2011-06,2011-09,2011-06,4
12380.0,2011-06,607.5500000000001,1,2011-06-01,2011-06,2011-06,2011-06,1
12380.0,2011-09,626.01,1,2011-09-01,2011-06,2011-09,2011-06,4
12380.0,2011-10,455.11,2,2011-10-01,2011-06,2011-10,2011-06,5
12380.0,2011-11,1040.39,1,2011-11-01,2011-06,2011-11,2011-06,6
12381.0,2011-08,1070.09,2,2011-08-01,2011-08,2011-08,2011-08,1
12381.0,2011-10,10.5,2,2011-10-01,2011-08,2011-10,2011-08,3
12381.0,2011-11,419.06,1,2011-11-01,2011-08,2011-11,2011-08,4
12381.0,2011-12,147.01,1,2011-12-01,2011-08,2011-12,2011-08,5
12383.0,2010-12,588.72,1,2010-12-01,2010-12,2010-12,2010-12,1
12383.0,2011-01,610.5699999999999,2,2011-01-01,2010-12,2011-01,2010-12,2
12383.0,2011-03,357.07,1,2011-03-01,2010-12,2011-03,2010-12,4
12383.0,2011-04,142.16,1,2011-04-01,2010-12,2011-04,2010-12,5
12383.0,2011-06,99.45,1,2011-06-01,2010-12,2011-06,2010-12,7
12384.0,2011-08,292.69,1,2011-08-01,2011-08,2011-08,2011-08,1
12384.0,2011-09,19.11,1,2011-09-01,2011-08,2011-09,2011-08,2
12384.0,2011-11,292.58,1,2011-11-01,2011-08,2011-11,2011-08,4
12386.0,2010-12,215.7,1,2010-12-01,2010-12,2010-12,2010-12,1
12386.0,2011-01,143.0,1,2011-01-01,2010-12,2011-01,2010-12,2
12388.0,2011-01,431.3,1,2011-01-01,2011-01,2011-01,2011-01,1
12388.0,2011-02,124.05000000000001,1,2011-02-01,2011-01,2011-02,2011-01,2
12388.0,2011-03,210.9,1,2011-03-01,2011-01,2011-03,2011-01,3
12388.0,2011-07,902.09,1,2011-07-01,2011-01,2011-07,2011-01,7
12388.0,2011-09,825.9200000000001,1,2011-09-01,2011-01,2011-09,2011-01,9
12388.0,2011-11,286.4,1,2011-11-01,2011-01,2011-11,2011-01,11
12390.0,2011-09,549.84,1,2011-09-01,2011-09,2011-09,2011-09,1
12391.0,2011-11,460.89,1,2011-11-01,2011-11,2011-11,2011-11,1
12393.0,2011-01,639.5,2,2011-01-01,2011-01,2011-01,2011-01,1
12393.0,2011-04,421.6,1,2011-04-01,2011-01,2011-04,2011-01,4
12393.0,2011-09,521.5,1,2011-09-01,2011-01,2011-09,2011-01,9
12394.0,2011-05,381.08,1,2011-05-01,2011-05,2011-05,2011-05,1
12394.0,2011-10,278.84000000000003,1,2011-10-01,2011-05,2011-10,2011-05,6
12395.0,2010-12,528.72,2,2010-12-01,2010-12,2010-12,2010-12,1
12395.0,2011-01,2.95,1,2011-01-01,2010-12,2011-01,2010-12,2
12395.0,2011-02,246.35999999999999,2,2011-02-01,2010-12,2011-02,2010-12,3
12395.0,2011-03,182.5,1,2011-03-01,2010-12,2011-03,2010-12,4
12395.0,2011-05,331.79,2,2011-05-01,2010-12,2011-05,2010-12,6
12395.0,2011-06,163.9,1,2011-06-01,2010-12,2011-06,2010-12,7
12395.0,2011-08,165.95,1,2011-08-01,2010-12,2011-08,2010-12,9
12395.0,2011-10,346.68,1,2011-10-01,2010-12,2011-10,2010-12,11
12395.0,2011-11,774.93,4,2011-11-01,2010-12,2011-11,2010-12,12
12397.0,2011-07,1214.81,1,2011-07-01,2011-07,2011-07,2011-07,1
12397.0,2011-11,1195.09,1,2011-11-01,2011-07,2011-11,2011-07,5
12398.0,2011-10,1435.66,1,2011-10-01,2011-10,2011-10,2011-10,1
12399.0,2011-03,288.05,1,2011-03-01,2011-03,2011-03,2011-03,1
12399.0,2011-05,480.90000000000003,1,2011-05-01,2011-03,2011-05,2011-03,3
12399.0,2011-06,59.879999999999995,1,2011-06-01,2011-03,2011-06,2011-03,4
12399.0,2011-08,209.62,1,2011-08-01,2011-03,2011-08,2011-03,6
12401.0,2011-02,84.3,1,2011-02-01,2011-02,2011-02,2011-02,1
12402.0,2011-01,225.6,1,2011-01-01,2011-01,2011-01,2011-01,1
12403.0,2011-10,279.7,2,2011-10-01,2011-10,2011-10,2011-10,1
12405.0,2011-07,1390.39,1,2011-07-01,2011-07,2011-07,2011-07,1
12406.0,2011-06,1476.25,1,2011-06-01,2011-06,2011-06,2011-06,1
12406.0,2011-08,134.55,1,2011-08-01,2011-06,2011-08,2011-06,3
12406.0,2011-11,1794.05,1,2011-11-01,2011-06,2011-11,2011-06,6
12407.0,2011-03,226.3,1,2011-03-01,2011-03,2011-03,2011-03,1
12407.0,2011-04,269.66,1,2011-04-01,2011-03,2011-04,2011-03,2
12407.0,2011-07,824.36,2,2011-07-01,2011-03,2011-07,2011-03,5
12407.0,2011-10,300.76,1,2011-10-01,2011-03,2011-10,2011-03,8
12408.0,2011-03,837.59,2,2011-03-01,2011-03,2011-03,2011-03,1
12408.0,2011-04,29.330000000000002,2,2011-04-01,2011-03,2011-04,2011-03,2
12408.0,2011-06,655.83,2,2011-06-01,2011-03,2011-06,2011-03,4
12408.0,2011-09,642.28,1,2011-09-01,2011-03,2011-09,2011-03,7
12408.0,2011-11,769.5,2,2011-11-01,2011-03,2011-11,2011-03,9
12409.0,2011-06,4134.28,1,2011-06-01,2011-06,2011-06,2011-06,1
12409.0,2011-08,4.95,1,2011-08-01,2011-06,2011-08,2011-06,3
12409.0,2011-09,2244.56,5,2011-09-01,2011-06,2011-09,2011-06,4
12410.0,2011-02,545.58,3,2011-02-01,2011-02,2011-02,2011-02,1
12412.0,2011-06,514.5,1,2011-06-01,2011-06,2011-06,2011-06,1
12412.0,2011-07,376.24,1,2011-07-01,2011-06,2011-07,2011-06,2
12412.0,2011-09,336.14,1,2011-09-01,2011-06,2011-09,2011-06,4
12413.0,2011-01,543.2,3,2011-01-01,2011-01,2011-01,2011-01,1
12413.0,2011-04,84.65,1,2011-04-01,2011-01,2011-04,2011-01,4
12413.0,2011-10,194.20000000000002,1,2011-10-01,2011-01,2011-10,2011-01,10
12414.0,2011-02,153.76,1,2011-02-01,2011-02,2011-02,2011-02,1
12414.0,2011-04,242.8,1,2011-04-01,2011-02,2011-04,2011-02,3
12414.0,2011-05,165.85,1,2011-05-01,2011-02,2011-05,2011-02,4
12415.0,2011-01,2408.82,2,2011-01-01,2011-01,2011-01,2011-01,1
12415.0,2011-02,1385.08,1,2011-02-01,2011-01,2011-02,2011-01,2
12415.0,2011-03,1850.06,2,2011-03-01,2011-01,2011-03,2011-01,3
12415.0,2011-05,2351.52,2,2011-05-01,2011-01,2011-05,2011-01,5
12415.0,2011-06,4909.8099999999995,1,2011-06-01,2011-01,2011-06,2011-01,6
12415.0,2011-07,537.5,4,2011-07-01,2011-01,2011-07,2011-01,7
12415.0,2011-08,2813.7999999999997,1,2011-08-01,2011-01,2011-08,2011-01,8
12415.0,2011-09,170.51999999999998,1,2011-09-01,2011-01,2011-09,2011-01,9
12415.0,2011-10,3241.03,1,2011-10-01,2011-01,2011-10,2011-01,10
12415.0,2011-11,1601.6,2,2011-11-01,2011-01,2011-11,2011-01,11
12417.0,2010-12,291.34,1,2010-12-01,2010-12,2010-12,2010-12,1
12417.0,2011-01,355.39,2,2011-01-01,2010-12,2011-01,2010-12,2
12417.0,2011-03,428.4,2,2011-03-01,2010-12,2011-03,2010-12,4
12417.0,2011-04,436.3,1,2011-04-01,2010-12,2011-04,2010-12,5
12417.0,2011-06,437.19,1,2011-06-01,2010-12,2011-06,2010-12,7
12417.0,2011-08,918.25,2,2011-08-01,2010-12,2011-08,2010-12,9
12417.0,2011-10,462.85,1,2011-10-01,2010-12,2011-10,2010-12,11
12417.0,2011-11,19.95,1,2011-11-01,2010-12,2011-11,2010-12,12
12417.0,2011-12,369.73,1,2011-12-01,2010-12,2011-12,2010-12,13
12418.0,2011-08,668.58,1,2011-08-01,2011-08,2011-08,2011-08,1
12420.0,2011-10,600.39,1,2011-10-01,2011-10,2011-10,2011-10,1
12421.0,2011-01,157.45,1,2011-01-01,2011-01,2011-01,2011-01,1
12421.0,2011-06,240.12,2,2011-06-01,2011-01,2011-06,2011-01,6
12421.0,2011-08,231.76,1,2011-08-01,2011-01,2011-08,2011-01,8
12421.0,2011-11,178.48,1,2011-11-01,2011-01,2011-11,2011-01,11
12422.0,2011-01,238.5,1,2011-01-01,2011-01,2011-01,2011-01,1
12422.0,2011-06,417.36,1,2011-06-01,2011-01,2011-06,2011-01,6
12422.0,2011-09,147.7,1,2011-09-01,2011-01,2011-09,2011-01,9
12423.0,2010-12,237.93,1,2010-12-01,2010-12,2010-12,2010-12,1
12423.0,2011-02,192.31,1,2011-02-01,2010-12,2011-02,2010-12,3
12423.0,2011-03,347.35,1,2011-03-01,2010-12,2011-03,2010-12,4
12423.0,2011-04,255.36,1,2011-04-01,2010-12,2011-04,2010-12,5
12423.0,2011-05,333.82,1,2011-05-01,2010-12,2011-05,2010-12,6
12423.0,2011-06,84.92,1,2011-06-01,2010-12,2011-06,2010-12,7
12423.0,2011-08,198.98,1,2011-08-01,2010-12,2011-08,2010-12,9
12423.0,2011-09,10.2,1,2011-09-01,2010-12,2011-09,2010-12,10
12423.0,2011-12,208.64000000000001,1,2011-12-01,2010-12,2011-12,2010-12,13
12424.0,2011-06,1302.32,2,2011-06-01,2011-06,2011-06,2011-06,1
12425.0,2011-09,777.2,1,2011-09-01,2011-09,2011-09,2011-09,1
12426.0,2011-05,582.73,1,2011-05-01,2011-05,2011-05,2011-05,1
12427.0,2010-12,360.45,2,2010-12-01,2010-12,2010-12,2010-12,1
12427.0,2011-10,282.58,1,2011-10-01,2010-12,2011-10,2010-12,11
12427.0,2011-11,179.24,1,2011-11-01,2010-12,2011-11,2010-12,12
12428.0,2011-03,4997.82,5,2011-03-01,2011-03,2011-03,2011-03,1
12428.0,2011-04,435.83000000000004,2,2011-04-01,2011-03,2011-04,2011-03,2
12428.0,2011-07,472.44,1,2011-07-01,2011-03,2011-07,2011-03,5
12428.0,2011-08,610.09,2,2011-08-01,2011-03,2011-08,2011-03,6
12428.0,2011-11,408.34000000000003,1,2011-11-01,2011-03,2011-11,2011-03,9
12429.0,2010-12,867.5,1,2010-12-01,2010-12,2010-12,2010-12,1
12429.0,2011-04,437.98,1,2011-04-01,2010-12,2011-04,2010-12,5
12429.0,2011-06,963.4,1,2011-06-01,2010-12,2011-06,2010-12,7
12429.0,2011-11,905.52,1,2011-11-01,2010-12,2011-11,2010-12,12
12430.0,2011-10,256.4,1,2011-10-01,2011-10,2011-10,2011-10,1
12431.0,2010-12,773.95,2,2010-12-01,2010-12,2010-12,2010-12,1
12431.0,2011-01,384.68,1,2011-01-01,2010-12,2011-01,2010-12,2
12431.0,2011-02,843.85,2,2011-02-01,2010-12,2011-02,2010-12,3
12431.0,2011-05,957.15,3,2011-05-01,2010-12,2011-05,2010-12,6
12431.0,2011-06,23.0,1,2011-06-01,2010-12,2011-06,2010-12,7
12431.0,2011-07,1145.44,4,2011-07-01,2010-12,2011-07,2010-12,8
12431.0,2011-08,191.16,1,2011-08-01,2010-12,2011-08,2010-12,9
12431.0,2011-10,1011.44,3,2011-10-01,2010-12,2011-10,2010-12,11
12431.0,2011-11,0.0,1,2011-11-01,2010-12,2011-11,2010-12,12
12432.0,2011-06,3316.6600000000003,2,2011-06-01,2011-06,2011-06,2011-06,1
12432.0,2011-10,567.46,2,2011-10-01,2011-06,2011-10,2011-06,5
12433.0,2010-12,3787.12,2,2010-12-01,2010-12,2010-12,2010-12,1
12433.0,2011-09,2324.51,1,2011-09-01,2010-12,2011-09,2010-12,10
12433.0,2011-10,1448.26,1,2011-10-01,2010-12,2011-10,2010-12,11
12433.0,2011-11,2511.61,1,2011-11-01,2010-12,2011-11,2010-12,12
12433.0,2011-12,2307.01,2,2011-12-01,2010-12,2011-12,2010-12,13
12434.0,2010-12,27.75,1,2010-12-01,2010-12,2010-12,2010-12,1
12434.0,2011-03,286.25,1,2011-03-01,2010-12,2011-03,2010-12,4
12434.0,2011-04,13.2,1,2011-04-01,2010-12,2011-04,2010-12,5
12434.0,2011-09,519.89,1,2011-09-01,2010-12,2011-09,2010-12,10
12435.0,2011-03,670.2,1,2011-03-01,2011-03,2011-03,2011-03,1
12435.0,2011-09,362.4,1,2011-09-01,2011-03,2011-09,2011-03,7
12436.0,2011-09,509.01,1,2011-09-01,2011-09,2011-09,2011-09,1
12437.0,2011-01,447.45,2,2011-01-01,2011-01,2011-01,2011-01,1
12437.0,2011-02,590.26,3,2011-02-01,2011-01,2011-02,2011-01,2
12437.0,2011-03,147.70999999999998,1,2011-03-01,2011-01,2011-03,2011-01,3
12437.0,2011-04,209.10000000000002,1,2011-04-01,2011-01,2011-04,2011-01,4
12437.0,2011-05,635.3199999999999,2,2011-05-01,2011-01,2011-05,2011-01,5
12437.0,2011-06,423.64,1,2011-06-01,2011-01,2011-06,2011-01,6
12437.0,2011-09,557.28,3,2011-09-01,2011-01,2011-09,2011-01,9
12437.0,2011-10,263.46,1,2011-10-01,2011-01,2011-10,2011-01,10
12437.0,2011-11,1488.04,4,2011-11-01,2011-01,2011-11,2011-01,11
12437.0,2011-12,165.9,1,2011-12-01,2011-01,2011-12,2011-01,12
12438.0,2011-07,890.0699999999999,1,2011-07-01,2011-07,2011-07,2011-07,1
12438.0,2011-11,1513.18,1,2011-11-01,2011-07,2011-11,2011-07,5
12441.0,2010-12,173.55,1,2010-12-01,2010-12,2010-12,2010-12,1
12442.0,2011-12,172.06,1,2011-12-01,2011-12,2011-12,2011-12,1
12444.0,2011-06,1870.2,1,2011-06-01,2011-06,2011-06,2011-06,1
12444.0,2011-08,477.07,1,2011-08-01,2011-06,2011-08,2011-06,3
12444.0,2011-09,562.54,1,2011-09-01,2011-06,2011-09,2011-06,4
12444.0,2011-10,559.01,1,2011-10-01,2011-06,2011-10,2011-06,5
12444.0,2011-11,696.64,1,2011-11-01,2011-06,2011-11,2011-06,6
12445.0,2011-11,133.4,1,2011-11-01,2011-11,2011-11,2011-11,1
12446.0,2011-10,1002.3100000000001,1,2011-10-01,2011-10,2011-10,2011-10,1
12447.0,2011-04,476.49,1,2011-04-01,2011-04,2011-04,2011-04,1
12448.0,2011-10,449.45,1,2011-10-01,2011-10,2011-10,2011-10,1
12449.0,2011-06,858.9300000000001,1,2011-06-01,2011-06,2011-06,2011-06,1
12449.0,2011-08,777.95,1,2011-08-01,2011-06,2011-08,2011-06,3
12449.0,2011-09,922.7,1,2011-09-01,2011-06,2011-09,2011-06,4
12449.0,2011-11,1342.71,1,2011-11-01,2011-06,2011-11,2011-06,6
12450.0,2011-06,101.88,1,2011-06-01,2011-06,2011-06,2011-06,1
12450.0,2011-07,96.0,1,2011-07-01,2011-06,2011-07,2011-06,2
12451.0,2011-01,2572.71,1,2011-01-01,2011-01,2011-01,2011-01,1
12451.0,2011-05,2388.31,1,2011-05-01,2011-01,2011-05,2011-01,5
12451.0,2011-10,2539.56,1,2011-10-01,2011-01,2011-10,2011-01,10
12451.0,2011-11,1188.14,2,2011-11-01,2011-01,2011-11,2011-01,11
12452.0,2011-11,432.57,3,2011-11-01,2011-11,2011-11,2011-11,1
12453.0,2011-07,707.09,1,2011-07-01,2011-07,2011-07,2011-07,1
12454.0,2011-10,504.40000000000003,2,2011-10-01,2011-10,2011-10,2011-10,1
12455.0,2011-02,1540.5,2,2011-02-01,2011-02,2011-02,2011-02,1
12455.0,2011-06,264.4,1,2011-06-01,2011-02,2011-06,2011-02,5
12455.0,2011-07,134.5,1,2011-07-01,2011-02,2011-07,2011-02,6
12455.0,2011-08,78.56,1,2011-08-01,2011-02,2011-08,2011-02,7
12455.0,2011-09,290.5,1,2011-09-01,2011-02,2011-09,2011-02,8
12456.0,2011-03,780.17,1,2011-03-01,2011-03,2011-03,2011-03,1
12456.0,2011-07,870.03,1,2011-07-01,2011-03,2011-07,2011-03,5
12456.0,2011-08,27.15,1,2011-08-01,2011-03,2011-08,2011-03,6
12456.0,2011-10,755.64,1,2011-10-01,2011-03,2011-10,2011-03,8
12457.0,2011-04,755.15,3,2011-04-01,2011-04,2011-04,2011-04,1
12457.0,2011-08,9.75,1,2011-08-01,2011-04,2011-08,2011-04,5
12457.0,2011-09,743.28,1,2011-09-01,2011-04,2011-09,2011-04,6
12457.0,2011-10,14.450000000000001,1,2011-10-01,2011-04,2011-10,2011-04,7
12458.0,2011-02,441.92,1,2011-02-01,2011-02,2011-02,2011-02,1
12458.0,2011-09,505.48,1,2011-09-01,2011-02,2011-09,2011-02,8
12461.0,2011-07,626.88,1,2011-07-01,2011-07,2011-07,2011-07,1
12462.0,2011-02,614.91,2,2011-02-01,2011-02,2011-02,2011-02,1
12462.0,2011-11,427.48,1,2011-11-01,2011-02,2011-11,2011-02,10
12462.0,2011-12,44.78,1,2011-12-01,2011-02,2011-12,2011-02,11
12463.0,2011-04,356.57,2,2011-04-01,2011-04,2011-04,2011-04,1
12463.0,2011-05,302.78,2,2011-05-01,2011-04,2011-05,2011-04,2
12463.0,2011-06,337.84000000000003,1,2011-06-01,2011-04,2011-06,2011-04,3
12463.0,2011-10,388.74,2,2011-10-01,2011-04,2011-10,2011-04,7
12464.0,2011-02,363.84999999999997,2,2011-02-01,2011-02,2011-02,2011-02,1
12464.0,2011-05,181.0,2,2011-05-01,2011-02,2011-05,2011-02,4
12464.0,2011-07,45.599999999999994,1,2011-07-01,2011-02,2011-07,2011-02,6
12464.0,2011-08,190.1,1,2011-08-01,2011-02,2011-08,2011-02,7
12464.0,2011-11,431.5,2,2011-11-01,2011-02,2011-11,2011-02,10
12465.0,2011-06,440.94,1,2011-06-01,2011-06,2011-06,2011-06,1
12465.0,2011-11,301.25,1,2011-11-01,2011-06,2011-11,2011-06,6
12465.0,2011-12,8.3,1,2011-12-01,2011-06,2011-12,2011-06,7
12468.0,2011-01,220.59,1,2011-01-01,2011-01,2011-01,2011-01,1
12468.0,2011-06,508.95000000000005,1,2011-06-01,2011-01,2011-06,2011-01,6
12468.0,2011-07,5.5,1,2011-07-01,2011-01,2011-07,2011-01,7
12471.0,2010-12,2649.2599999999998,5,2010-12-01,2010-12,2010-12,2010-12,1
12471.0,2011-01,393.55,5,2011-01-01,2010-12,2011-01,2010-12,2
12471.0,2011-02,1127.1000000000001,4,2011-02-01,2010-12,2011-02,2010-12,3
12471.0,2011-03,533.74,4,2011-03-01,2010-12,2011-03,2010-12,4
12471.0,2011-04,679.6999999999999,3,2011-04-01,2010-12,2011-04,2010-12,5
12471.0,2011-05,552.6999999999999,3,2011-05-01,2010-12,2011-05,2010-12,6
12471.0,2011-07,840.86,4,2011-07-01,2010-12,2011-07,2010-12,8
12471.0,2011-08,1215.22,3,2011-08-01,2010-12,2011-08,2010-12,9
12471.0,2011-09,766.48,4,2011-09-01,2010-12,2011-09,2010-12,10
12471.0,2011-10,1447.26,3,2011-10-01,2010-12,2011-10,2010-12,11
12471.0,2011-11,3085.65,8,2011-11-01,2010-12,2011-11,2010-12,12
12471.0,2011-12,1297.71,1,2011-12-01,2010-12,2011-12,2010-12,13
12472.0,2010-12,1753.6,2,2010-12-01,2010-12,2010-12,2010-12,1
12472.0,2011-01,825.36,1,2011-01-01,2010-12,2011-01,2010-12,2
12472.0,2011-02,94.93,1,2011-02-01,2010-12,2011-02,2010-12,3
12472.0,2011-03,646.8299999999999,2,2011-03-01,2010-12,2011-03,2010-12,4
12472.0,2011-06,1266.66,1,2011-06-01,2010-12,2011-06,2010-12,7
12472.0,2011-07,639.1899999999999,2,2011-07-01,2010-12,2011-07,2010-12,8
12472.0,2011-10,1376.43,1,2011-10-01,2010-12,2011-10,2010-12,11
12472.0,2011-11,311.74,3,2011-11-01,2010-12,2011-11,2010-12,12
12473.0,2011-06,748.65,3,2011-06-01,2011-06,2011-06,2011-06,1
12473.0,2011-08,514.06,1,2011-08-01,2011-06,2011-08,2011-06,3
12473.0,2011-10,1697.98,1,2011-10-01,2011-06,2011-10,2011-06,5
12473.0,2011-11,121.38,3,2011-11-01,2011-06,2011-11,2011-06,6
12474.0,2010-12,34.0,1,2010-12-01,2010-12,2010-12,2010-12,1
12474.0,2011-01,599.8,3,2011-01-01,2010-12,2011-01,2010-12,2
12474.0,2011-02,296.83000000000004,2,2011-02-01,2010-12,2011-02,2010-12,3
12474.0,2011-03,1093.82,4,2011-03-01,2010-12,2011-03,2010-12,4
12474.0,2011-04,21.55,1,2011-04-01,2010-12,2011-04,2010-12,5
12474.0,2011-05,803.85,4,2011-05-01,2010-12,2011-05,2010-12,6
12474.0,2011-06,472.01,2,2011-06-01,2010-12,2011-06,2010-12,7
12474.0,2011-07,705.24,2,2011-07-01,2010-12,2011-07,2010-12,8
12474.0,2011-09,493.78,3,2011-09-01,2010-12,2011-09,2010-12,10
12474.0,2011-10,1869.45,4,2011-10-01,2010-12,2011-10,2010-12,11
12474.0,2011-11,1240.78,4,2011-11-01,2010-12,2011-11,2010-12,12
12475.0,2011-10,719.38,1,2011-10-01,2011-10,2011-10,2011-10,1
12476.0,2010-12,37.35,3,2010-12-01,2010-12,2010-12,2010-12,1
12476.0,2011-01,549.58,1,2011-01-01,2010-12,2011-01,2010-12,2
12476.0,2011-02,192.95,2,2011-02-01,2010-12,2011-02,2010-12,3
12476.0,2011-04,1213.67,1,2011-04-01,2010-12,2011-04,2010-12,5
12476.0,2011-05,346.2,3,2011-05-01,2010-12,2011-05,2010-12,6
12476.0,2011-07,746.5699999999999,1,2011-07-01,2010-12,2011-07,2010-12,8
12476.0,2011-08,38.050000000000004,1,2011-08-01,2010-12,2011-08,2010-12,9
12476.0,2011-09,534.39,2,2011-09-01,2010-12,2011-09,2010-12,10
12476.0,2011-10,1097.16,2,2011-10-01,2010-12,2011-10,2010-12,11
12476.0,2011-11,1871.59,3,2011-11-01,2010-12,2011-11,2010-12,12
12476.0,2011-12,98.75,1,2011-12-01,2010-12,2011-12,2010-12,13
12477.0,2011-02,1970.15,2,2011-02-01,2011-02,2011-02,2011-02,1
12477.0,2011-04,1640.02,1,2011-04-01,2011-02,2011-04,2011-02,3
